업소명,소재지,영업장면적,전화번호,업태명,데이터기준일자
솔정국수,제주특별자치도 제주시 구좌읍 평대2길 29,50.36,,한식,2021-02-23
솔지,제주특별자치도 제주시 월랑로 88 ,93.04,064-711-9290,한식,2021-02-23
솔지시청점,제주특별자치도 제주시 광양13길 14 ,74.2,064-725-2929,한식,2021-02-23
솔향바다가든,제주특별자치도 제주시 애월읍 일주서로 6113,208.4,,한식,2021-02-23
솜빡매생이갈비탕,제주특별자치도 제주시 도공로 26,147.21,064-747-3516,한식,2021-02-23
송가네,제주특별자치도 제주시 한경면 두신로 76,55,064-772-0200,한식,2021-02-23
송가네복,제주특별자치도 제주시 태성로3길 6 ,50.83,064-726-9229,한식,2021-02-23
송가네식당,제주특별자치도 제주시 구좌읍 중산간동로 2245-1,48.81,064-782-1456,한식,2021-02-23
송가칼국수,제주특별자치도 제주시 우령서로16길 2,101.47,,한식,2021-02-23
송미,제주특별자치도 제주시 동광로1길 32 ,22.4,064-722-7837,한식,2021-02-23
송원,제주특별자치도 제주시 우정로 59 ,89.48,064-711-9288,한식,2021-02-23
송이,제주특별자치도 제주시 애월읍 곽지8길 12-1,59,,한식,2021-02-23
송진,제주특별자치도 제주시 전농로 49,105.19,064-725-4320,한식,2021-02-23
송쿠쉐,제주특별자치도 제주시 정실남3길 19,97.6,064-744-0230,한식,2021-02-23
송탄부대찌개집,제주특별자치도 제주시 신대로12길 11 ,45.84,064-743-3356,한식,2021-02-23
송화,제주특별자치도 제주시 애월읍 유수암평화5길 20,64.11,,한식,2021-02-23
솥닭,제주특별자치도 제주시 건주로4길 20,40.92,,한식,2021-02-23
솥뚜껑왕뚜껑삼겹살,제주특별자치도 제주시 한림읍 한림남2길 2,74.4,064-796-4800,한식,2021-02-23
쇠소깍횟집,제주특별자치도 제주시 연수로4길 1,59.97,064-758-4412,한식,2021-02-23
수구레해장국,제주특별자치도 제주시 구남로 31,48.9,064-723-7722,한식,2021-02-23
수구레해장국2호점,제주특별자치도 제주시 비월길 7 ,55.62,,한식,2021-02-23
수구레해장국3호점,제주특별자치도 제주시 진남로10길 28,92.35,,한식,2021-02-23
수구레해장국5호점,제주특별자치도 제주시 한림읍 한림로3길 8-9,80.52,064-900-5245,한식,2021-02-23
수까락,제주특별자치도 제주시 한천로 33,117.44,064-749-7113,한식,2021-02-23
수다뜰,제주특별자치도 제주시 명림로 164 ,89.71,,한식,2021-02-23
수라상,제주특별자치도 제주시 연동10길 36 ,49.5,064-746-4301,한식,2021-02-23
수라원,제주특별자치도 제주시 구산로 70-1 ,194.52,064-726-5522,한식,2021-02-23
수목원집밥,제주특별자치도 제주시 삼무로 82,101.36,064-749-1401,한식,2021-02-23
수목이네,제주특별자치도 제주시 연오로 6,83.01,064-711-4351,한식,2021-02-23
수복강녕,제주특별자치도 제주시 선덕로3길 40,133.52,,한식,2021-02-23
수빈이네제주밥상,제주특별자치도 제주시 사라봉7길 31-1,87.12,,한식,2021-02-23
수산식당,제주특별자치도 제주시 애월읍 하소로 165,59.05,,한식,2021-02-23
수선화식당,제주특별자치도 제주시 천수로6길 29 ,75.9,064-723-1437,한식,2021-02-23
수앤수리조트,제주특별자치도 제주시 애월읍 부룡수길 60,210.53,064-799-7090,한식,2021-02-23
수영,제주특별자치도 제주시 원노형6길 30 ,86.01,064-745-3256,한식,2021-02-23
수영밥상본점,제주특별자치도 제주시 우령안1길 29-1,99.88,,한식,2021-02-23
수왕,제주특별자치도 제주시 관덕로8길 5,33.28,064-752-0554,한식,2021-02-23
수우동,제주특별자치도 제주시 한림읍 협재1길 11,101.84,,한식,2021-02-23
수원왕,제주특별자치도 제주시 지석4길 6 ,194.82,064-756-9292,한식,2021-02-23
수원왕갈비통닭,제주특별자치도 제주시 용화로 37,28.52,064-711-7377,한식,2021-02-23
수월봉가마솥순대국,제주특별자치도 제주시 한경면 고산서2길 18,82.43,,한식,2021-02-23
수월봉별난횟집,제주특별자치도 제주시 한경면 노을해안로 1150,125.5,064-773-2288,한식,2021-02-23
수월식당,제주특별자치도 제주시 한경면 고산로 32,79.26,064-772-3551,한식,2021-02-23
수익소머리국밥본점,제주특별자치도 제주시 광양4길 12 ,54,064-756-3256,한식,2021-02-23
수진,제주특별자치도 제주시 구좌읍 세화1길 20-27,62.9,064-783-4477,한식,2021-02-23
수필하우스,제주특별자치도 제주시 구좌읍 종달논길 50-1,32.4,,한식,2021-02-23
숙경식당,제주특별자치도 제주시 구좌읍 구좌로 33-7,148.33,064-783-4991,한식,2021-02-23
숙성1퍼센트,제주특별자치도 제주시 노형10길 25,194.57,,한식,2021-02-23
숙이네국수,제주특별자치도 제주시 고마로 29,54.99,064-753-6777,한식,2021-02-23
순곱이네일도점,제주특별자치도 제주시 고마로 135,99.84,064-725-9333,한식,2021-02-23
순대일번지,제주특별자치도 제주시 진남로8길 23 ,66,064-725-0323,한식,2021-02-23
순두물식당,제주특별자치도 제주시 애월읍 광성로 310,44.51,,한식,2021-02-23
순두부엔짬뽕,제주특별자치도 제주시 통물길 30,155.1,064-745-4499,한식,2021-02-23
순미,제주특별자치도 제주시 고전길 20 ,32,064-755-1294,한식,2021-02-23
순백100순두부,제주특별자치도 제주시 신산로 79 ,94.32,,한식,2021-02-23
순복이식당,제주특별자치도 제주시 서문로4길 15 ,38.29,,한식,2021-02-23
순수자연치즈,제주특별자치도 제주시 아란7길 3-2,180.2,064-723-8357,한식,2021-02-23
순수한둠비노형점,제주특별자치도 제주시 수덕7길 21,95.4,,한식,2021-02-23
순수한둠비용담점,제주특별자치도 제주시 서문로 37-11,164.58,064-747-1361,한식,2021-02-23
순여네국수,제주특별자치도 제주시 애월읍 고하상로 125-1,50.88,,한식,2021-02-23
순영,제주특별자치도 제주시 서광로2길 11-9 ,86.04,,한식,2021-02-23
순옥이네명가,제주특별자치도 제주시 도공로 8,119.94,064-743-4813,한식,2021-02-23
순옥이네명가함덕점,제주특별자치도 제주시 조천읍 함덕로 6,253.8,064-784-4813,한식,2021-02-23
순이네,제주특별자치도 제주시 오복4길 8 ,36,064-751-1566,한식,2021-02-23
순이네밥집,제주특별자치도 제주시 선반로 46 ,134.77,064-721-5130,한식,2021-02-23
순정삼계탕,제주특별자치도 제주시 도두1길 22,82.21,,한식,2021-02-23
순풍해장국,제주특별자치도 제주시 일주동로 355 ,150.6,064-721-9944,한식,2021-02-23
순희밥상,제주특별자치도 제주시 구좌읍 종달로5길 38,13.65,064-783-3257,한식,2021-02-23
순희뽀글이,제주특별자치도 제주시 공설로 27-1 ,107,064-755-7441,한식,2021-02-23
술이술술,제주특별자치도 제주시 다랑곶길 27 ,61.96,,한식,2021-02-23
술점빵,제주특별자치도 제주시 연삼로 539 ,33.6,064-721-8663,한식,2021-02-23
숨어있는집,제주특별자치도 제주시 조천읍 함덕로 24,49.5,064-782-1579,한식,2021-02-23
숯불에구이닭,제주특별자치도 제주시 월광로 97 ,129.48,064-748-9192,한식,2021-02-23
숯불이동,제주특별자치도 제주시 도령로13길 17 ,66.86,,한식,2021-02-23
숲노을,제주특별자치도 제주시 산천단동3길 15 ,66.3,064-724-4719,한식,2021-02-23
숲속의도토리,제주특별자치도 제주시 도근내길 18 ,183.83,,한식,2021-02-23
숲숨제주,제주특별자치도 제주시 애월읍 유수암평화길 162,802.44,,한식,2021-02-23
쉬는팡,제주특별자치도 제주시 관덕로2길 22 ,33.2,064-756-1470,한식,2021-02-23
쉬림프박스제주,제주특별자치도 제주시 구좌읍 대수길 10-22,65.66,,한식,2021-02-23
쉬멍해장국,제주특별자치도 제주시 구남로4길 8-12,198,,한식,2021-02-23
쉬어가리,제주특별자치도 제주시 동문로 15,31.32,,한식,2021-02-23
쉼터칠공팔공,제주특별자치도 제주시 삼무로7길 34 ,16.5,064-744-1160,한식,2021-02-23
스마일식당,제주특별자치도 제주시 중앙로11길 8 ,92.56,,한식,2021-02-23
스만스,제주특별자치도 제주시 동한두기길 3-16,24.57,,한식,2021-02-23
스모프치킨고산점,제주특별자치도 제주시 한경면 고락로 13-1,99.76,064-772-3190,한식,2021-02-23
스시궁,제주특별자치도 제주시 도령로 11,168.98,,한식,2021-02-23
스시도모다찌,제주특별자치도 제주시 광양8길 1,115.25,064-753-8458,한식,2021-02-23
스시러브,제주특별자치도 제주시 절물1길 25 ,89.13,064-745-1022,한식,2021-02-23
스시마시,제주특별자치도 제주시 성지로 57,84.48,064-751-6698,한식,2021-02-23
스시황,제주특별자치도 제주시 월랑로12길 22 ,61.66,064-742-8951,한식,2021-02-23
스웨덴한식당,제주특별자치도 제주시 한림읍 명재로 100-45,123.84,064-796-3721,한식,2021-02-23
스타시티(주),제주특별자치도 제주시 애월읍 광령평화2길 1 ,87.12,,한식,2021-02-23
스타트하우스,제주특별자치도 제주시 봉개동 산 237-5 ,151.8,064-754-9154,한식,2021-02-23
스타트휴게소,제주특별자치도 제주시 애월읍 평화로 1738-116,206.74,,한식,2021-02-23
스테이지하우스앤드로컬크랩,제주특별자치도 제주시 구좌읍 해맞이해안로 2361,47.52,,한식,2021-02-23
스테이크백,제주특별자치도 제주시 연동13길 34,11.34,,한식,2021-02-23
스페샬한라점,제주특별자치도 제주시 정존11길 35 ,49.6,064-744-6474,한식,2021-02-23
슬기,제주특별자치도 제주시 사라봉7길 36 ,25.8,064-756-4802,한식,2021-02-23
슬기,제주특별자치도 제주시 사라봉7길 36 ,25.8,064-756-4802,한식,2021-02-23
슬이네찌개마을본점,제주특별자치도 제주시 우정로16길 16 ,62.05,,한식,2021-02-23
승원,제주특별자치도 제주시 진남로4길 24-1 ,45,064-757-8059,한식,2021-02-23
승주네건입점,제주특별자치도 제주시 동문로 81 ,57.57,064-752-7171,한식,2021-02-23
시골국밥,제주특별자치도 제주시 신설로9길 35 ,65.8,064-755-1952,한식,2021-02-23
시골길,제주특별자치도 제주시 연동13길 9 ,30,064-743-1196,한식,2021-02-23
시골길이도점,제주특별자치도 제주시 오복2길 23 ,64.12,064-758-0566,한식,2021-02-23
시골뚝배기,제주특별자치도 제주시 선반로 19 ,65.8,064-755-8959,한식,2021-02-23
시골마을,제주특별자치도 제주시 한림읍 한수풀로 263,31.85,,한식,2021-02-23
시골못난이투,제주특별자치도 제주시 신대로16길 35,70.11,,한식,2021-02-23
시나브로골드식품(주),제주특별자치도 제주시 연동8길 21 ,33.18,064-748-0337,한식,2021-02-23
시니어손맛아리랑,제주특별자치도 제주시 동광로2길 7 ,42.91,064-753-9288,한식,2021-02-23
시드니,제주특별자치도 제주시 애월읍 애월해안로 945,115.02,064-746-3335,한식,2021-02-23
시머폿,제주특별자치도 제주시 인다1길 65,58.1,,한식,2021-02-23
시민골,제주특별자치도 제주시 중앙로21길 6,105.32,064-752-4641,한식,2021-02-23
시민명가,제주특별자치도 제주시 남성로26길 46 ,99.14,064-702-0782,한식,2021-02-23
시오름식당,제주특별자치도 제주시 한림읍 한림북동길 7-6,40.5,064-796-0253,한식,2021-02-23
시인의마을,제주특별자치도 제주시 정존1길 27 ,74.15,064-722-2400,한식,2021-02-23
시장밥상,제주특별자치도 제주시 동문로4길 3,58.89,,한식,2021-02-23
시청골목집,제주특별자치도 제주시 서광로32길 39-3 ,98.82,064-746-8010,한식,2021-02-23
시청그때그집,제주특별자치도 제주시 동광로1길 11 ,135.27,064-721-0880,한식,2021-02-23
시청흑돼지돈삼겹,제주특별자치도 제주시 동광로2길 9-2 ,51.48,064-711-4239,한식,2021-02-23
식당교래,제주특별자치도 제주시 조천읍 비자림로 655,195.03,,한식,2021-02-23
신가네밥상,제주특별자치도 제주시 구좌읍 김녕로 82,23.76,,한식,2021-02-23
신가네야식,제주특별자치도 제주시 고전길 2-6,72,064-724-2829,한식,2021-02-23
신기루,제주특별자치도 제주시 수덕5길 45,45.63,,한식,2021-02-23
신농,제주특별자치도 제주시 과원로 39 ,66,064-712-4165,한식,2021-02-23
신대장군집,제주특별자치도 제주시 삼무로 50,104.98,,한식,2021-02-23
신라가든,제주특별자치도 제주시 한림읍 한림로 720-4,303.15,064-796-9400,한식,2021-02-23
신마포갈매기신제주점,제주특별자치도 제주시 신광로8길 6 ,130,064-711-3791,한식,2021-02-23
신마포갈매기제주일도점,제주특별자치도 제주시 고마로 99 ,121.11,064-745-2118,한식,2021-02-23
신미국밥,제주특별자치도 제주시 구좌읍 김녕로 108,83.55,064-784-9995,한식,2021-02-23
신미조리,제주특별자치도 제주시 문송1길 2 ,59.69,064-746-9239,한식,2021-02-23
신반점,제주특별자치도 제주시 오복1길 8,70.24,,한식,2021-02-23
신비가든,제주특별자치도 제주시 1100로 2931,269.75,064-711-1112,한식,2021-02-23
신사동식당,제주특별자치도 제주시 조천읍 함덕남14길 2,44.5,064-782-8384,한식,2021-02-23
신사본가송탄부대찌개,제주특별자치도 제주시 신대로10길 28 ,135.92,064-744-7992,한식,2021-02-23
신사사일,제주특별자치도 제주시 신성로13길 2 ,92.69,064-723-7441,한식,2021-02-23
신산명성,제주특별자치도 제주시 삼성로 94 ,140,064-755-6664,한식,2021-02-23
신산복어집,제주특별자치도 제주시 삼성로 85 ,65,,한식,2021-02-23
신선에프앤비,제주특별자치도 제주시 애월읍 애원로 41,431.53,064-742-3282,한식,2021-02-23
신설돈가,제주특별자치도 제주시 고마로 21 ,198.35,064-757-9194,한식,2021-02-23
신설오름,제주특별자치도 제주시 고마로17길 2 ,146.22,064-758-0413,한식,2021-02-23
신성골,제주특별자치도 제주시 서광로22길 6 ,25.5,064-722-6940,한식,2021-02-23
신성할망,제주특별자치도 제주시 신대로7길 23 ,63.9,064-749-5054,한식,2021-02-23
신속풀이2호,제주특별자치도 제주시 신산로1길 26 ,78.18,064-753-4648,한식,2021-02-23
신수성,제주특별자치도 제주시 남광북1길 39,44.55,064-724-1505,한식,2021-02-23
신수연,제주특별자치도 제주시 서광로20길 4 ,68.59,,한식,2021-02-23
신신,제주특별자치도 제주시 중앙로 44-2 ,46.94,064-751-0608,한식,2021-02-23
신신낙지,제주특별자치도 제주시 문송1길 15 ,56.12,,한식,2021-02-23
신양장어,제주특별자치도 제주시 남녕로 23 ,33.8,064-746-5552,한식,2021-02-23
신엄마,제주특별자치도 제주시 천수로 56,31.5,064-751-3818,한식,2021-02-23
신영돌판구이,제주특별자치도 제주시 신대로15길 2 ,66,064-748-9886,한식,2021-02-23
신영월갈비,제주특별자치도 제주시 구좌읍 김녕로 95,123.11,064-783-5067,한식,2021-02-23
신옛촌제주점,제주특별자치도 제주시 오도11길 19-14,326.98,,한식,2021-02-23
신용국수,제주특별자치도 제주시 용담로 129-1 ,42.97,064-721-4254,한식,2021-02-23
신의한모,제주특별자치도 제주시 애월읍 하귀14길 11-1,248.21,,한식,2021-02-23
신전떡볶이시청점,제주특별자치도 제주시 서광로32길 6,112.2,,한식,2021-02-23
신정,제주특별자치도 제주시 고마로14길 16 ,114.84,064-751-3555,한식,2021-02-23
신제주명동보쌈,제주특별자치도 제주시 연화중길 13,94.23,064-742-1546,한식,2021-02-23
신제주보쌈,제주특별자치도 제주시 광평동로 38 ,98.8,064-712-7718,한식,2021-02-23
신제주삼보,제주특별자치도 제주시 신대로16길 10 ,135.29,064-749-3620,한식,2021-02-23
