,alltag,contentsid,contentscd,title,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,phoneno,sbst,PHOTOSHARECOUNT,cate2cd,cate3cd,imgpath,thumbnailpath
100,"카페,커피,빙수,화장실,무료 WIFI",CNTS_000000000020806,음식점,어반르토아,제주특별자치도 제주시 이도2동 1979-4,제주특별자치도 제주시 구남동5길 36,"카페,커피,빙수,음식,아메리카노,샌드위치,쿠키,프레즐","자몽 과육이 올려져 있는 자몽빙수, 진한 커피와 크림의 조화가 환상적인 소프트 모카",1291,0,2,4,0,0,0,4.0,33.491074,126.54205,064-722-5525,"?
어반르토아는 제주시내 카페들이 밀집해있는 이도2동 카페거리에 위치해 있다.

이곳의 인기메뉴는 자몽 과육이 올려져 있는 자몽빙수, 진한 커피와 크림의 조화가 환상적인 소프트 모카이다.

모든 커피는 카페 한쪽에 마련된 로스팅 기계로 직접 로스팅한 원두를 사용한다.

내부가 넓고 많은 사람들이 같이 앉을 수 있는 자리와 각양각색의 테이블이 배치되어 있다.

야외 테라스도 있어 햇살이 좋은 날에는 테라스에서 커피를 마실 수도 있다.

내부는 모던풍으로 꾸며져 있지만 테라스가 있는 바깥쪽은 돌담으로 둘러싸여 있어 분위기가 다르다.",6.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202112/03/f1620c95-edf0-4f34-9206-67606dd4e774.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/03/e1c47311-5850-425c-a483-1b67e51a5b8f.jpg
101,"두루치기,고등어구이,통갈치구이,성게미역국,한식,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020741,음식점,쇠소깍모꼬지,제주특별자치도 서귀포시 하효동 312-2,제주특별자치도 서귀포시 일주동로 8104,"두루치기,고등어구이,통갈치구이,성게미역국,한식,음식,갈치조림,제주갈치조림,부대찌개","흑돼지두루치기, 성게미역국, 감귤고등어구이 등이 있는 쇠소깍 근처 맛집",3049,0,3,19,0,0,0,4.0,33.26238,126.62078,064-767-3456,"제주식 한정식을 차려주는 곳. 한치와 돼지고기를 넣은 두루치기, 고등어구이, 통갈치구이와 성게미역국까지 제주도에서만 맛 볼 수 있음직한 메뉴들이 다 있다. 특히 갈치는 살이 통통하게 오른 생물을 사용해서 먹는 내내 아쉬움이 없다. 대부분의 메뉴는 2인 이상을 주문해야 하지만, 통 은갈치 조림의 경우에는 4인분 기준으로 제공하기 때문에 전화예약을 하는 것이 좋다. 아침식사도 가능하니 오전에 서귀포를 방문하는 여행객이라면 이곳에서 든든한 식사를 마친 뒤 여정을 시작해보자. 근처 관광지로는 쇠소깍과 서귀포감귤박물관이 있다.",8.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1bed9341-1cf6-418f-8bfd-c754b2389fd5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/949ab86f-74a9-46a2-bc0b-cfd16052f410.jpg
102,"흑돼지,한식,근고기,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,착한가격 업소,가능",CONT_000000000501167,음식점,광평도새기촌 본점,제주특별자치도 제주시 애월읍 구엄리 667-11,제주특별자치도 제주시 애월읍 구엄동3길 64,"흑돼지,한식,근고기,음식,양념갈비,갈비,김치찌개",근고기와 신선한 제주산 한우를 저렴한 가격에 제공하는 착한가격의 모범음식점 지정업소,1914,0,1,13,0,0,0,5.0,33.4817696,126.3811052,064-752-3308,"참숯에서 구워지는 흑돼지의 부드러운 맛이 일품인 음식점이다.
암돼지 모듬과 근고기가 유명한 고기 전문점으로 제주 시내에 위치한다.",2.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a0277fac-bc6b-4e55-b387-c1f4af67e8fa.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f5304065-1248-4ead-ab60-2d1569427523.gif
103,"두루치기,몸국,한식,향토음식,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020804,음식점,성산흑돼지두루치기,제주특별자치도 서귀포시 성산읍 성산리 299-5,제주특별자치도 서귀포시 성산읍 한도로 255,"두루치기,몸국,한식,향토음식,음식,흑돼지,흑돼지구이",성산일출봉 인근 흑돼지 돼지두루치기 맛집,2891,2,2,19,3,0,0,4.0,33.466156,126.9348,064-782-9295,"
흑돼지 두루치기가 유명한 음식점. 



활전복, 흑돼지, 오징어가 들어간 흑돼지 삼합두루치기와 흑돼지만 들어간 일반 흑돼지 두루치기, 몸국을 판매하고 있다. 살아있는 활전복을 넣어 주며 밥과 함께 쌈을 싸서 먹어도 맛있고 마지막으로 두루치기를 먹고 난 후의 볶음밥까지 만들어야 한다. 현지인이 추천하는 맛집으로 인기가 많다.



성산일출봉 인근에 위치해있으며 첫째 주, 셋째 주 금요일은 휴무이다.
",1.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/202112/02/6f0ff31a-a49e-405b-b44b-227e672cbed9.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/02/3dece691-8b90-4b6e-b364-ff00070b5a0c.jpg
104,"카페,커피,디저트,수제음료,공용주차장,화장실,무료 WIFI",CNTS_000000000022095,음식점,카페 사우다드,제주특별자치도 서귀포시 대정읍 하모리 1533-7,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 28,"카페,커피,디저트,수제음료,음식,유자에이드,브라우니,아메리카노,카페라떼,바닐라라떼,에스프레소",좋은 품질의 커피와 파베 브라우니가 유명한 카페 ,5678,7,4,51,4,0,0,5.0,33.2255301,126.2536093,064-772-1327,"?



카페 사우디드는 올레길 12코스 차귀도 포구(자구내 포구)내에 있고, 차귀도를 가장 가까운 위치에서 볼 수 있는 카페이다.

론리플래닛과 올리브매거진코리아의 '푸드트래블', 여행작가 신영철의 '두 번째 제주카페, 두 번째 제주 올레'에 소개되었다.

이곳에서는 테라로사 로스팅 원두를 사용하고 있으며, 좋은 품질의 커피와 다양한 수제음료, 디저트를 즐길 수 있다.

인공 첨가물은 절대 사용하지 않으며 모든 청은 직접 만들고, 디저트 또한 당일 제조와 당일 판매가 원칙이다.

인기메뉴는 수제댕유자차와 댕유자에이드, 직접 담근 댕유자청도 함께 판매중이다.

제주도에서 가장 아름다운 일몰을 감상하러 카페 사우다드로 가보자.


?
??
?",4.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202111/18/e13c68c1-9875-425c-bfb5-00f3e438e10c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/18/a34faafe-a96c-4644-882b-444531e7d63b.jpg
105,"고기국수,닭칼국수,콩국수,김치전",CNTS_000000000022692,음식점,대박국수,제주특별자치도 제주시 연동 303-2,제주특별자치도 제주시 신대로14길 5,"고기국수,닭칼국수,콩국수,김치전,음식,멸치국수,돔베고기,해물파전,칼국수",모든 메뉴가 맛깔스러운 공항근처 고기국수집,1208,0,2,3,0,0,0,5.0,33.4875447,126.496063,064-749-0422,"공항과 가까운 고기국수 집으로 직장인이 많은 신제주로터리 인근에 위치하고 있다. 주메뉴인 고기국수는 돼지뼈와 멸치로 우려낸 육수 맛이 일품이다. 

고기국수 뿐만 아니라 닭칼국수, 콩국수, 김치전 등의 다양한 메뉴를 제공하는데, 대부분의 메뉴가 맛이 준수하여 주변 직장인 뿐만 아니라 관광객의 입맛을 만족시킨다. 

인증이라도 하듯 점심시간에 줄을 서서 대기하는 직장인들을 쉽게 볼 수 있다.",1.0,향토음식,향토음식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/eea8d61e-800c-44b0-bfe4-e15564db0c2b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/30cc47a2-ae7d-4fcf-a631-3fd5b579f364.jpg
106,"정식,해산물,전복구이,소라,성게,해삼,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020344,음식점,섭지코지 해녀밥상,제주특별자치도 서귀포시 성산읍 고성리 565,제주특별자치도 서귀포시 성산읍 신양로122번길 60-6,"정식,해산물,전복구이,소라,성게,해삼,음식,전복버터구이,성게미역국,옥돔,옥돔구이",제주라서 가능한 해녀 밥상,20647,4,4,127,23,0,0,5.0,33.4357261,126.9175484,064-782-4705,"마을 안 골목길을 따라 걸어가다보면 섭지코지해녀밥상이 있다. 이 곳은 '해녀밥상'이라는 단일 메뉴만 주문이 가능하다. 전복구이, 해산물 등은 사이드로 추가할 수 있다. 해녀밥상을 주문하면 전복, 소라, 성게, 해삼, 문어, 멍게, 군소(오징어), 성게미역국, 옥돔구이를 모두 맛볼 수 있다. 해녀인 사장님이 매일 아침 식당 앞바다에서 잡아온 해산물을 판매한다.

휴무일은 일정치 않고, 가게 사정에 따라 임의로 정해지니 방문 전 미리 연락을 하거나 예약하는 것을 권장한다.",7.0,향토음식,향토음식,https://api.cdn.visitjeju.net/photomng/imgpath/202111/16/f8cd7a6b-92c8-4e1c-9cee-a294aefa15a0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/16/ebe535c0-35cd-4498-a09c-e0786bb7d6a9.jpg
107,"멸치국수,고기국수,돔베고기,음식,향토음식,비빔국수,현금결제,카드결제,화장실,음료대,착한가격 업소",CONT_000000000501151,음식점,일도 국수,제주특별자치도 제주시 일도이동 1045-7,제주특별자치도 제주시 삼성로 49,"멸치국수,고기국수,돔베고기,음식,향토음식,비빔국수",제주시내 위치한 착한가격 국수집,1453,0,2,5,0,0,0,5.0,33.5072272,126.5306595,064-759-7811,"탱탱한 중면 면발과 구수한 국물을 저렴하게 한 그릇 할 수 있는 곳. 어머니에게 전수받은 비법으로 맛있는 국수를 제공한다. 매일 아침마다 신선한 재료를 구입하여 사용하고 당일 먹을 육수만 만들어 재사용을 하지 않는다. 재래시장을 주로 이용하고 싸고 좋은 재료를 직접 골라 사용하며 밑반찬 김치 등을 직접 담가 제공한다. 근처 관광지로는 제주민속자연사박물관, 동문시장, 삼성혈, 용두암 등이 있다.",1.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ee39d0fa-a79c-4fb6-a176-509416cd2bc7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/736375e4-bbf5-48c5-bb39-be0d04621d4a.jpg
108,"카페,라떼,밀크티,에이드,쌀다방라떼,공용주차장,현금결제,카드결제,화장실,무료 WIFI",CNTS_000000000020710,음식점,리듬,제주특별자치도 제주시 삼도이동 1073,제주특별자치도 제주시 무근성7길 11,"카페,라떼,밀크티,에이드,쌀다방라떼,음식,디저트,빵,아메리카노",쌀집으로 쓰이던 공간을 리모델링한 카페,2404,1,6,20,0,0,1,5.0,33.5138019,126.5198694,070-7785-9160,"?
 
관덕정 근방에 위치한 쌀다방은 카페 앞에 빨간 글씨로 크게 '쌀'이라고 쓰여 있다.

이전에는 쌀집으로 쓰이던 공간을 리모델링하였으나 그 때 사용하던 간판과 가구들은 바꾸지 않고 있다.

쌀다방의 대표메뉴는 단연 쌀다방 라떼.

동문시장에서 빻아온 곡물에 우유와 에스프레소를 넣어 탄생한 메뉴이다.

다른 메뉴로는 커피, 라떼, 밀크티, 에이드, 토닉 등이 있다.

티라미수나 브라우니도 많은 사람들이 찾는다.

매장 한 켠에는 그릇과 소품들을 판매중이니 관심이 있다면 둘러보는 것도 괜찮다.

근방에는 동문시장, 탑동방파제, 공항이 있다.


????????
??
????????",5.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/202111/04/a743c4c8-1677-43db-b9bf-7fb03f05e80a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/04/c81ba6f2-7fa4-403e-8aa9-1ef5ed90f529.jpg
109,"보말칼국수,칼국수,손칼국수,음식,공용주차장,현금결제,카드결제,화장실,음료대,아주 어려움",CNTS_000000000001111,음식점,옥돔식당 ,제주특별자치도 서귀포시 대정읍 하모리 1067-23,제주특별자치도 서귀포시 대정읍 신영로36번길 62,"보말칼국수,칼국수,손칼국수,음식",제주향토음식인 보말칼국수만 파는 집. 2016 KOREAT JEJU TOP 10 선정,11695,6,5,117,11,0,1,5.0,33.2199418,126.2490877,064-794-8833,"?대정오일시장 앞에 위치한 보말칼국수 전문 식당이다.

메뉴는 단 한가지, 보말 본연의 깊은 맛을 잘 살린 보말 칼국수 뿐이다

원래부터 인기가 있던 식당이기도 하지만, 수요미식회 20회에 방영되기도 하여(2015.06.10 제주도편) 문을 여는 11시부터 가게 안은 내내 붐빈다. 대기표를 받아 드는 것은 일상일 정도다. 다만 가게 회전율이 빠른 편이니 대정 오일시장을 한 바퀴 둘러보고 오면 어느새 순서가 다가와 있을 것이다. 단, 재료 소진 시 오후 2시에도 문을 닫는 일이 있으니 서둘러 방문하는 편이 좋다.

보말이 진하게 우러난 초록빛 국물과 굵은 면발의 칼국수는 사발 한 가득 양이 푸짐하다. 얹어진 유부는 숨은 한 수. 진한 국물을 온 몸 가득 품어 더욱 고소하고 부드럽다. 더 맛있게 먹는 팁은 다진 청양고추를 한 숟갈 넣는 것이다. 매운 맛을 즐기는 사람이라면 칼칼한 그 맛에 속이 뻥 뚤릴 것이다.&nbsp;
",5.0,향토음식,향토음식,https://api.cdn.visitjeju.net/photomng/imgpath/202111/10/d160fa9b-8501-4f63-9a04-50b09cd6d8f1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/10/2984a68e-ed72-4364-9928-60e5d247f3d1.jpg
110,"해물뚝배기,전복,돌솥밥,고등어,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020110,음식점,대우정,제주특별자치도 서귀포시 법환동 1552-2,제주특별자치도 서귀포시 이어도로 866-37,"해물뚝배기,전복,돌솥밥,고등어,음식,옥돔구이,전복뚝배기,성게미역국,제육볶음",이중섭거리에 위치한 해산물 전문 식당이다. 마가린에 비벼먹는 전복돌솥밥이 유명하다.,15867,7,4,123,11,0,0,5.0,33.2331332,126.5070238,064-733-0137,"제주 이중섭 미술관과 이중섭 거주지가 근처에 있는 '이중섭 거리' 끝자락에 위치하고 있다. 버스정류장도 가깝거니와, 50m 거리에 공영주차장이 위치하고 있어 방문하기에도 편리하다. 평일 11:30~13:30에는 도로주차도 가능하다.

실내는 약 70명 가량 수용 가능하며, 입식 좌석과 좌식 좌석이 나눠져 있어 취향대로 앉을 수 있다. 메뉴판에 한국어는 물론 영어, 일본어, 중국어가 병기돼 있는 점도 눈에 띈다. 그래서인지 제주도를 찾아온 외국인 관광객들도 이 곳을 많이 찾아온다는 설명이다.

대우정의 모든 메뉴는 주문 후 15분 정도가 소요된다. 밥을 미리 해 놓는 것이 아니라 갓 지어 내 놓기 때문이다. 직접 담근 김치 등, 손수 만드는 밑반찬도 맛이 있다.

이 집에서 가장 인기 있는 메뉴는 해물뚝배기와 전복 돌솥밥이다. 해물 뚝배기는 풍성하게 들어간 생물 딱새우, 전복, 꽃게 등이 빚어내는 시원한 국물이 매력이다.
전복 돌솥밥은 마가린에 비벼 옛 향수를 느끼며 더욱 고소한 맛을 즐길 수 있는 것으로 특히 유명하다. 전복과 전복내장을 적당이 섞어 밥 위에 올린 후 마가린과 양념을 넣어 비벼 먹는 것이다. 한 그릇을 뚝딱 한 후에는 뚝배기에 숭늉을 부어 고소한 누룽지로 입가심을 하면 된다. ",7.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/202111/12/cda28ed4-39d4-4a4a-a41f-2129540dced9.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/12/17398ef7-fb51-44f1-8cc0-3f191cada4d3.jpg
